Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,latitude,longitude,Pin code,Output,Feedback,
27,Male,Single,Employee,More than 50000,Ph.D,4,13.0503,77.5529,560013,False,Positive
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.9698,77.75,560066,True,Positive
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.8845,77.6036,560076,True,Positive
26,Male,Married,Employee,More than 50000,Graduate,4,12.9048,77.6821,560036,True,Positive
29,Male,Married,Employee,25001 to 50000,Graduate,4,12.9261,77.6221,560034,False,Negative 
29,Female,Married,Employee,25001 to 50000,Graduate,4,12.9783,77.6408,560038,False,Negative 
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,12.9337,77.59,560011,True,Positive
26,Male,Married,Employee,10001 to 25000,Graduate,4,12.9105,77.4842,560060,False,Positive
25,Male,Married,Self Employeed,More than 50000,Post Graduate,4,13.0206,77.6479,560043,True,Positive
23,Female,Single,Student,No Income,Post Graduate,4,13.0487,77.5923,560024,True,Positive
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,4,12.9048,77.6821,560036,True,Positive
23,Male,Single,Student,No Income,Graduate,4,13.0103,77.5796,560080,True,Positive
22,Male,Single,Student,Below Rs.10000,Post Graduate,4,12.985,77.5533,560010,True,Positive
23,Female,Single,Student,No Income,Post Graduate,4,12.9854,77.7081,560048,True,Positive
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.8845,77.6036,560076,True,Positive
26,Male,Married,Employee,More than 50000,Graduate,4,12.9048,77.6821,560036,True,Positive
29,Male,Married,Employee,25001 to 50000,Graduate,4,12.9261,77.6221,560034,False,Negative 
29,Female,Married,Employee,25001 to 50000,Graduate,4,12.9783,77.6408,560038,False,Negative 
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,12.9337,77.59,560011,True,Positive
22,Female,Single,Employee,25001 to 50000,Graduate,4,12.8845,77.6036,560076,True,Positive
26,Male,Married,Employee,More than 50000,Graduate,4,12.9048,77.6821,560036,True,Positive
29,Male,Married,Employee,25001 to 50000,Graduate,4,12.9261,77.6221,560034,False,Negative 
29,Female,Married,Employee,25001 to 50000,Graduate,4,12.9783,77.6408,560038,False,Positive
22,Male,Single,Student,Below Rs.10000,Post Graduate,4,12.985,77.5533,560010,True,Positive
23,Female,Single,Student,No Income,Post Graduate,4,12.9854,77.7081,560048,True,Positive
